TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3070861,-40.0,83004.0,,,2.0,-4.0,,,,,100.0,NotFound,18.0,-300.0,New,NotFound,166.0,12.0,410.0,533.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,T,T,T,desktop,Trident/7.0
3070863,-10.0,489738.0,0.0,0.0,2.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070865,-5.0,150277.0,0.0,0.0,26.0,-23.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,15.0,122.0,214.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3070870,-10.0,148871.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,148.0,,184.0,310.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3070873,-5.0,189204.0,0.0,0.0,0.0,0.0,,,1.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,193.0,500.0,,,,,,,,Found,Found,Windows 8.1,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070876,-5.0,207369.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,215.0,597.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3070877,-10.0,553272.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070878,-5.0,587771.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,firefox 57.0,,,,F,F,T,T,desktop,Windows
3070880,-10.0,110606.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,335.0,549.0,,,,,,,,Found,Found,Windows 7,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070882,-5.0,48957.0,0.0,0.0,0.0,0.0,,,1.0,0.0,100.0,Found,52.0,-360.0,Found,Found,166.0,,548.0,280.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
3070884,-5.0,230414.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,193.0,500.0,,,,,,,,Found,Found,Windows 8.1,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070885,-5.0,22290.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,542.0,391.0,,,,,,,,Found,Found,Android 6.0.1,chrome 62.0 for android,32.0,1024x768,match_status:2,T,F,T,F,mobile,SM-T350 Build/MMB29M
3070887,-5.0,323993.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,100.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_12_5,safari generic,24.0,4096x2304,match_status:2,T,F,F,F,desktop,MacOS
3070888,-10.0,297612.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,12.0,144.0,277.0,,,,,,,,Found,Found,,chrome 63.0,,,match_status:2,F,F,T,F,desktop,Windows
3070892,-5.0,40071.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,533.0,,,,,,,,New,NotFound,Mac OS X 10_13_2,safari generic,24.0,2560x1600,match_status:2,T,F,T,F,desktop,MacOS
3070894,-5.0,114751.0,,,16.0,-16.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,368.0,,,,,,,,New,NotFound,Windows 10,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
3070895,-5.0,96282.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,12.0,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3070896,-10.0,10414.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070897,0.0,109067.0,,,,,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,438.0,225.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,T,T,T,desktop,rv:11.0
3070898,0.0,292121.0,4.0,0.0,2.0,-5.0,,,4.0,0.0,100.0,NotFound,,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
3070899,-5.0,183419.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,215.0,277.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,safari generic,24.0,2880x1800,match_status:2,T,F,F,F,desktop,MacOS
3070900,-5.0,331407.0,0.0,0.0,1.0,-5.0,,,0.0,0.0,100.0,Found,52.0,,Found,Found,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
3070901,-5.0,23010.0,0.0,0.0,16.0,-100.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,15.0,410.0,333.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3070905,-10.0,63561.0,0.0,0.0,2.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070907,-5.0,603673.0,,,25.0,-19.0,,,,,100.0,Found,49.0,-360.0,New,NotFound,166.0,13.0,620.0,333.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,T,mobile,iOS Device
3070909,-5.0,121966.0,2.0,0.0,1.0,-11.0,,,2.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,410.0,277.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070911,-5.0,47287.0,0.0,0.0,24.0,-19.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,13.0,620.0,333.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,T,mobile,iOS Device
3070913,-5.0,449414.0,0.0,0.0,1.0,-5.0,,,0.0,0.0,100.0,Found,52.0,,Found,Found,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
3070914,-5.0,175866.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
3070915,-5.0,148364.0,,,27.0,-100.0,,,2.0,0.0,97.95999908447266,NotFound,52.0,-480.0,New,NotFound,166.0,13.0,410.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070916,-5.0,384933.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,595.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3070917,0.0,211278.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,607.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,M4 SS4457 Build/MRA58K
3070918,-25.0,59446.0,,,0.0,-1.0,,,0.0,0.0,96.19000244140624,NotFound,63.0,-600.0,Unknown,,166.0,13.0,529.0,216.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,F,T,desktop,Windows
3070921,-5.0,128406.0,,,9.0,-8.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,488.0,489.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3070922,-5.0,5991.0,,,0.0,0.0,,,0.0,0.0,97.12000274658205,NotFound,52.0,-300.0,New,NotFound,166.0,,100.0,368.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
3070923,-60.0,103990.0,,,13.0,-15.0,13.0,-35.0,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,395.0,600.0,228.0,14.0,IP_PROXY:TRANSPARENT,15.0,426.0,100.0,Found,New,NotFound,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3070926,-5.0,30731.0,0.0,0.0,4.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,100.0,549.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3070928,-5.0,183856.0,,,0.0,0.0,,,0.0,0.0,96.47000122070312,NotFound,49.0,-360.0,New,NotFound,166.0,,372.0,215.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,1920x1080,match_status:2,T,F,F,F,desktop,MacOS
3070929,-5.0,175984.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,Found,NotFound,166.0,,400.0,146.0,,,,,,,,Found,NotFound,Windows 10,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3070930,-25.0,96672.0,,,0.0,-5.0,,,0.0,0.0,95.08000183105469,NotFound,63.0,,Unknown,,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,F,T,desktop,rv:11.0
3070934,-10.0,116568.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070937,-5.0,236503.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,410.0,280.0,,,,,,,,Found,Found,Android 7.1.1,chrome 63.0 for android,32.0,,match_status:2,T,F,T,F,mobile,XT1635-01 Build/NDNS26.118-23-12-3
3070939,0.0,48538.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,,-600.0,Found,Found,166.0,13.0,529.0,216.0,,,,,,,,Found,Found,iOS 11.1.2,chrome 63.0 for ios,32.0,2048x1536,match_status:2,T,F,T,T,mobile,iOS Device
3070940,-10.0,155500.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070942,-10.0,163927.0,0.0,0.0,2.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070943,-5.0,89677.0,0.0,0.0,9.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,395.0,100.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070945,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070946,-5.0,219836.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,Found,NotFound,166.0,18.0,548.0,222.0,,,,,,,,Found,NotFound,iOS 11.2.0,chrome 63.0 for ios,32.0,2048x1536,match_status:2,T,F,T,F,mobile,iOS Device
3070949,0.0,81499.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-420.0,Found,Found,166.0,,372.0,225.0,,,,,,,,Found,Found,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3070950,-10.0,220829.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070951,-5.0,130934.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,410.0,278.0,,,,,,,,New,NotFound,Mac OS X 10_13_2,safari generic,24.0,1440x900,match_status:2,T,F,F,F,desktop,MacOS
3070952,0.0,24351.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,529.0,214.0,,,,,,,,Found,Found,Android 7.0,chrome 63.0 for android,32.0,2672x1440,match_status:2,T,F,T,T,mobile,LG-H872 Build/NRD90U
3070953,-5.0,67211.0,0.0,0.0,0.0,-7.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,542.0,600.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
3070954,-45.0,151299.0,,,0.0,-5.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,622.0,597.0,,,,,,,,New,NotFound,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3070957,-5.0,149656.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,,215.0,153.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1440x900,match_status:2,T,F,T,T,desktop,Trident/7.0
3070958,-5.0,77379.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,613.0,256.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3070960,-5.0,2199.0,,,0.0,0.0,,,6.0,0.0,94.44000244140624,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,100.0,533.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3070961,-5.0,18715.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,613.0,256.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3070968,-5.0,58328.0,0.0,0.0,0.0,-7.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,542.0,600.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
3070969,0.0,178899.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,Found,NotFound,166.0,,548.0,144.0,,,,,,,,Found,NotFound,Mac,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,MacOS
3070970,0.0,22167.0,,,8.0,-21.0,,,7.0,-28.0,95.51000213623048,Found,,-300.0,New,NotFound,166.0,13.0,444.0,256.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1536x864,match_status:2,T,T,T,T,desktop,Windows
3070971,-5.0,107400.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
3070972,-10.0,408596.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070974,-5.0,99081.0,,,0.0,-71.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,13.0,548.0,146.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1440x900,match_status:2,T,F,T,T,desktop,Trident/7.0
3070976,-10.0,8411.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070978,0.0,47754.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-480.0,Found,Found,166.0,,548.0,144.0,,,,,,,,Found,Found,Mac,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,MacOS
3070981,-5.0,352509.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,484.0,556.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3070982,-5.0,97436.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,548.0,161.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3070983,-10.0,31963.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070984,-15.0,101158.0,,,,,10.0,-43.0,,,100.0,NotFound,52.0,-300.0,New,NotFound,,,,,130.0,14.0,IP_PROXY:ANONYMOUS,11.0,205.0,121.0,Found,New,NotFound,Windows 7,chrome,24.0,1920x1200,,T,F,T,F,desktop,Windows
3070987,-10.0,50380.0,0.0,0.0,4.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070989,0.0,109080.0,0.0,0.0,1.0,-10.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,,417.0,507.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,LG-M250 Build/NRD90U
3070990,0.0,58939.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-480.0,Found,Found,166.0,,548.0,144.0,,,,,,,,Found,Found,Mac,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,MacOS
3070992,-5.0,168521.0,,,8.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,369.0,533.0,,,,,,,,New,NotFound,Windows 10,edge 14.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3070993,-5.0,47229.0,0.0,0.0,0.0,-7.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,542.0,600.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
3070994,-5.0,77051.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,484.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
3070996,-80.0,66299.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3070997,-5.0,65548.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,215.0,222.0,,,,,,,,New,NotFound,Windows 7,chrome,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3070999,-5.0,225178.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,454.0,222.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari generic,32.0,2048x1536,match_status:2,T,F,T,F,mobile,iOS Device
3071000,-5.0,65190.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,,410.0,161.0,,,,,,,,Found,NotFound,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3071003,-5.0,254806.0,,,5.0,-8.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,13.0,410.0,256.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3071004,-5.0,112681.0,0.0,0.0,0.0,-7.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,542.0,600.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
3071005,-25.0,160865.0,0.0,0.0,2.0,-5.0,0.0,0.0,0.0,0.0,100.0,NotFound,11.0,-360.0,Found,Found,225.0,,427.0,507.0,255.0,41.0,IP_PROXY:TRANSPARENT,11.0,356.0,114.0,Found,Found,Found,,ie 11.0 for desktop,,,,F,T,T,T,desktop,Trident/7.0
3071006,-5.0,122716.0,,,0.0,0.0,,,0.0,0.0,93.18000030517578,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,100.0,533.0,,,,,,,,Found,Found,Mac OS X 10_7_5,chrome 49.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,MacOS
3071008,-5.0,82479.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,542.0,533.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3071009,-5.0,197022.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3071010,0.0,71798.0,,,0.0,-1.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,548.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3071011,-45.0,232747.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,Found,52.0,-360.0,Found,Found,166.0,,622.0,597.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3071012,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071015,-5.0,94171.0,1.0,0.0,1.0,0.0,,,1.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,iOS 10.3.3,mobile safari generic,32.0,2048x1536,match_status:2,T,F,T,F,mobile,iOS Device
3071017,-5.0,82531.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3071018,-5.0,384660.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-480.0,Found,Found,166.0,,454.0,222.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari generic,32.0,2048x1536,match_status:2,T,F,T,F,mobile,iOS Device
3071019,-5.0,173975.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3071020,-5.0,125904.0,,,1.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3071021,-5.0,51452.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,312.0,161.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,MacOS
3071022,-5.0,145698.0,,,,,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,312.0,215.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3071024,-5.0,326256.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3071025,-5.0,213154.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,-420.0,New,NotFound,166.0,,215.0,472.0,,,,,,,,New,NotFound,iOS 10.0.2,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3071027,-5.0,38474.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,,312.0,600.0,,,,,,,,Found,NotFound,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3071030,-5.0,52157.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3071032,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071034,-5.0,130352.0,1.0,0.0,14.0,-100.0,,,1.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,12.0,410.0,484.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1680x1050,match_status:2,T,F,T,T,desktop,rv:11.0
3071035,-5.0,77997.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1280x720,match_status:2,T,F,T,T,desktop,Trident/7.0
3071037,-5.0,67924.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,549.0,,,,,,,,New,NotFound,Mac OS X 10_9_5,safari generic,24.0,1920x1080,match_status:2,T,F,F,T,desktop,MacOS
3071041,-45.0,234280.0,,,0.0,-5.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,542.0,254.0,,,,,,,,New,NotFound,Android 6.0,chrome 63.0 for android,32.0,1280x720,match_status:2,T,F,T,F,mobile,Vivo
3071042,-10.0,438179.0,0.0,0.0,4.0,-44.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,12.0,410.0,277.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
